【翻唱】

数量: 461

---- 曲名 | 创作者 | 作词 | 作曲 | 编曲 | 实装日期 | 关联活动 | 分类 | 曲绘 | 试听音频 | 演唱版本 ----
恋は戦争 | ryo | ryo | ryo | ryo | 2025-05-20 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_365/jacket_s_365.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0365_01/vs_0365_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
すきなことだけでいいです | ピノキオピー | ピノキオピー | ピノキオピー | ピノキオピー | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_367/jacket_s_367.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0367_01/vs_0367_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
メランコリック | Junky | Junky | Junky | Junky | 2025-06-16 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_369/jacket_s_369.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0369_01/vs_0369_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
人生 | gcmstyle（アンメルツP） | gcmstyle（アンメルツP） | gcmstyle（アンメルツP） | gcmstyle（アンメルツP） | 2024-06-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_370/jacket_s_370.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0370_01/vs_0370_01_short.mp3 | 虚拟歌手ver.
天樂 | ゆうゆ | ゆうゆ | ゆうゆ | ゆうゆ | 2025-06-11 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_372/jacket_s_372.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0372_01/vs_0372_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
我儘姫 | ふじを | ふじを | ふじを | ふじを | 2025-06-06 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_376/jacket_s_376.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0376_01/vs_0376_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
悪役にキスシーンを | 40mP | 40mP | 40mP | 40mP | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_377/jacket_s_377.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0377_01/vs_0377_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
スロウダウナー | ろくろ | ろくろ | ろくろ | ろくろ | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_378/jacket_s_378.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0378_01/vs_0378_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
ずんだパーリナイ | なみぐる | なみぐる | なみぐる | なみぐる | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_379/jacket_s_379.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0379_01/vs_0379_01_short.mp3 | 虚拟歌手ver.
スターダストメドレー | きさら | きさら | きさら | きさら | 2024-06-15 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_380/jacket_s_380.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0380_01/vs_0380_01_short.mp3 | 虚拟歌手ver.
新人類 | まらしぃ×じん×堀江晶太(kemu) | まらしぃ＆じん | まらしぃ＆じん | 堀江晶太(kemu) | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_381/jacket_s_381.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0381_01/vs_0381_01_short.mp3 | 虚拟歌手ver.
心拍ペアリング | 雪乃イト | 雪乃イト | 雪乃イト | 雪乃イト | 2024-07-13 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_382/jacket_s_382.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0382_01/vs_0382_01_short.mp3 | 虚拟歌手ver.
神っぽいな | ピノキオピー | ピノキオピー | ピノキオピー | ピノキオピー | 2024-10-10 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_385/jacket_s_385.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0385_01/vs_0385_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
Hello Builder | 鬱P | 鬱P | 鬱P | 鬱P | 2026-07-06 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_387/jacket_s_387.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0387_01/vs_0387_01_short.mp3 | 虚拟歌手ver.
初音ミクの激唱 | cosMo@暴走P | GAiA | cosMo@暴走P | cosMo@暴走P | 2026-03-26 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_388/jacket_s_388.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0388_01/vs_0388_01_short.mp3 | 虚拟歌手ver.
Dear | 19's Sound Factory | 19 -iku- | 19 -iku- | 19 -iku- | 2024-10-11 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_390/jacket_s_390.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0390_01/vs_0390_01_short.mp3 | 虚拟歌手ver.
キュートなカノジョ | syudou | syudou | syudou | syudou | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_391/jacket_s_391.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0391_01/vs_0391_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
春嵐 | john | john | john | john | 2025-05-16 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_392/jacket_s_392.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0392_01/vs_0392_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
サマータイムレコード | じん | じん | じん | じん | 2025-04-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_395/jacket_s_395.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0395_01/vs_0395_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
東京テディベア | Neru | Neru | Neru | Neru | 2025-07-20 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_396/jacket_s_396.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0396_01/vs_0396_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
Disco No.39 | Rulmry. | Rulmry. | Rulmry. | Rulmry. | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_399/jacket_s_399.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0399_01/vs_0399_01_short.mp3 | 虚拟歌手ver.
まにまに | r-906 | r-906 | r-906 | r-906 | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_401/jacket_s_401.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0401_01/vs_0401_01_short.mp3 | 虚拟歌手ver.
エンヴィーベイビー | Kanaria | Kanaria | Kanaria | Kanaria | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_402/jacket_s_402.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0402_01/vs_0402_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver. / 愚人节ver. / Another Vocal ver.
番凩 | hinayukki@仕事してP | hinayukki@仕事してP | hinayukki@仕事してP | hinayukki@仕事してP | 2024-10-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_403/jacket_s_403.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0403_01/vs_0403_01_short.mp3 | 虚拟歌手ver.
初めての恋が終わる時 | ryo | ryo | ryo | ryo | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_407/jacket_s_407.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0407_01/vs_0407_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
CIRCUS PANIC!!! | サツキ | サツキ | サツキ | サツキ | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_408/jacket_s_408.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0408_01/vs_0408_01_short.mp3 | 虚拟歌手ver.
マーシャル・マキシマイザー | 柊マグネタイト | 柊マグネタイト | 柊マグネタイト | 柊マグネタイト、C'Na | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_410/jacket_s_410.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0410_01/vs_0410_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
デビルじゃないもん | DECO*27 x ピノキオピー | DECO*27 x ピノキオピー | DECO*27 x ピノキオピー | ピノキオピー x Rockwell | 2025-07-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_412/jacket_s_412.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0412_01/vs_0412_01_short.mp3 | 虚拟歌手ver.
さよならプリンセス | Kai | Kai | Kai | Kai | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_413/jacket_s_413.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0413_01/vs_0413_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
HERO | Ayase | Ayase | Ayase | Ayase, Rockwell | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_414/jacket_s_414.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0414_01/vs_0414_01_short.mp3 | 虚拟歌手ver.
ラッキー☆オーブ | emon(Tes.) | emon(Tes.) | emon(Tes.) | emon(Tes.) | 2025-05-05 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_415/jacket_s_415.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0415_01/vs_0415_01_short.mp3 | 虚拟歌手ver.
くうになる | MIMI | MIMI | MIMI | MIMI | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_417/jacket_s_417.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0417_01/vs_0417_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
金木犀 | くじら | くじら | くじら | くじら | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_418/jacket_s_418.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0418_01/vs_0418_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
imaginary love story | Synthion | Synthion | Synthion | Synthion | 2026-07-08 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_420/jacket_s_420.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0420_01/vs_0420_01_short.mp3 | 虚拟歌手ver.
Cool Me Down | Mwk | Mwk | Mwk | Mwk | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_425/jacket_s_425.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0425_01/vs_0425_01_short.mp3 | 虚拟歌手ver.
On&On | めろくる | めろくる | めろくる | めろくる | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_426/jacket_s_426.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0426_01/vs_0426_01_short.mp3 | 虚拟歌手ver.
『んっあっあっ。』 | SLAVE.V-V-R | SLAVE.V-V-R | SLAVE.V-V-R | SLAVE.V-V-R | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_430/jacket_s_430.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0430_01/vs_0430_01_short.mp3 | 虚拟歌手ver.
flos | R Sound Design | R Sound Design | R Sound Design | R Sound Design | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_431/jacket_s_431.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0431_01/vs_0431_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
強風オールバック | ゆこぴ | ゆこぴ | ゆこぴ | ゆこぴ | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_432/jacket_s_432.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0432_01/vs_0432_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
ヒアソビ | かめりあ | かめりあ | かめりあ | かめりあ | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_433/jacket_s_433.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0433_01/vs_0433_01_short.mp3 | 虚拟歌手ver.
1000年生きてる | いよわ | いよわ | いよわ | いよわ | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_434/jacket_s_434.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0434_01/vs_0434_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
リレイアウター | 稲葉曇 | 稲葉曇 | 稲葉曇 | 稲葉曇 | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_435/jacket_s_435.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0435_01/vs_0435_01_short.mp3 | 虚拟歌手ver.
古書屋敷殺人事件 | てにをは | てにをは | てにをは | てにをは | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_436/jacket_s_436.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0436_01/vs_0436_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
え？あぁ、そう。 | 蝶々P | 蝶々P | 蝶々P | 蝶々P | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_437/jacket_s_437.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0437_01/vs_0437_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / 愚人节ver.
ハイドアンド・シーク | 19's Sound Factory | 19 -iku- | 19 -iku- | 19 -iku- | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_438/jacket_s_438.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0438_01/vs_0438_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
一千光年 | いよわ | いよわ | いよわ | いよわ | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_439/jacket_s_439.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0439_01/vs_0439_01_short.mp3 | 虚拟歌手ver.
酔いどれ知らず | Kanaria | Kanaria | Kanaria | Kanaria | 2025-07-15 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_441/jacket_s_441.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0441_01/vs_0441_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver.
林檎売りの泡沫少女 | yukkedoluce | yukkedoluce | yukkedoluce | yukkedoluce | 2025-07-30 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_443/jacket_s_443.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0443_01/vs_0443_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
心泥夢(syndrome) | 宮守文学 | 宮守文学 | 宮守文学 | 宮守文学 | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_444/jacket_s_444.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0444_01/vs_0444_01_short.mp3 | 虚拟歌手ver.
オーバーコード | いえぬ | いえぬ | いえぬ | いえぬ | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_446/jacket_s_446.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0446_01/vs_0446_01_short.mp3 | 虚拟歌手ver.
folern | ぬゆり | - | ぬゆり | ぬゆり | 2025-12-07 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_447/jacket_s_447.png | https://storage.sekai.best/sekai-cn-assets/music/short/in_0447_01/in_0447_01_short.mp3 | Inst.ver.
Sage | かめりあ | - | かめりあ | かめりあ | 2025-12-08 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_448/jacket_s_448.png | https://storage.sekai.best/sekai-cn-assets/music/short/in_0448_01/in_0448_01_short.mp3 | Inst.ver.
MarbleBlue. | MisoilePunch♪ | - | みそみぃる | Ponchi♪ | 2025-12-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_449/jacket_s_449.png | https://storage.sekai.best/sekai-cn-assets/music/short/in_0449_01/in_0449_01_short.mp3 | Inst.ver.
熱異常 | いよわ | いよわ | いよわ | いよわ | 2025-07-21 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_451/jacket_s_451.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0451_01/vs_0451_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
えれくとりっく・えんじぇぅ | ヤスオ | ヤスオ | ヤスオ | ヤスオ | 2025-07-10 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_454/jacket_s_454.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0454_01/vs_0454_01_short.mp3 | 虚拟歌手ver.
ド屑 | なきそ | なきそ | なきそ | なきそ | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_455/jacket_s_455.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0455_01/vs_0455_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver.
幾望の月 | なきゃむりゃ | なきゃむりゃ | なきゃむりゃ | なきゃむりゃ | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_456/jacket_s_456.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0456_01/vs_0456_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
抜錨 | ナナホシ管弦楽団 | ナナホシ管弦楽団 | 岩見 陸 | - | 2025-07-24 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_458/jacket_s_458.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0458_01/vs_0458_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
おどロボ | 海茶 | 海茶・多良レイト | 海茶・多良レイト | 海茶 | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_461/jacket_s_461.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0461_01/vs_0461_01_short.mp3 | 虚拟歌手ver.
レッドランドマーカー | Twinfield | Twinfield | Twinfield | Twinfield | 2025-07-11 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_462/jacket_s_462.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0462_01/vs_0462_01_short.mp3 | 虚拟歌手ver.
ハッピーチートデー | れるりり | れるりり | れるりり | tepe(OTOIRO) | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_463/jacket_s_463.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0463_01/vs_0463_01_short.mp3 | 虚拟歌手ver.
Intergalactic Bound | 雄之助 & CircusP feat. Hatsune Miku | CircusP | 雄之助 / CircusP | 雄之助 | 2026-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_464/jacket_s_464.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0464_01/vs_0464_01_short.mp3 | 虚拟歌手ver.
ガーネットの涙 | 香椎モイミ | 香椎モイミ | 香椎モイミ | 香椎モイミ | 2025-07-13 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_466/jacket_s_466.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0466_01/vs_0466_01_short.mp3 | 虚拟歌手ver.
あいのうた | 大漠波新 | 大漠波新 | 大漠波新 | 大漠波新 | 2025-07-12 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_467/jacket_s_467.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0467_01/vs_0467_01_short.mp3 | 虚拟歌手ver.
十六歳の心臓 | TakoyakiKZY | TakoyakiKZY | TakoyakiKZY | TakoyakiKZY | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_468/jacket_s_468.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0468_01/vs_0468_01_short.mp3 | 虚拟歌手ver.
ラグトレイン | 稲葉曇 | 稲葉曇 | 稲葉曇 | 稲葉曇 | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_469/jacket_s_469.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0469_01/vs_0469_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
ハジメテノオト | malo | malo | malo | malo | 2025-08-30 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_470/jacket_s_470.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0470_01/vs_0470_01_short.mp3 | 虚拟歌手ver.
マインドブランド | MARETU | MARETU | MARETU | MARETU | 2025-08-01 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_473/jacket_s_473.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0473_01/vs_0473_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
ちがう!!! | カルロス袴田(サイゼP) | カルロス袴田(サイゼP) | カルロス袴田(サイゼP) | カルロス袴田(サイゼP) | 2025-08-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_475/jacket_s_475.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0475_01/vs_0475_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
Shadow Shadow | Azari | Azari | Azari | Azari | 2025-07-14 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_476/jacket_s_476.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0476_01/vs_0476_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
モザイクロール (Reloaded) | DECO*27 | DECO*27 | DECO*27 | Rockwell | 2025-08-14 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_477/jacket_s_477.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0477_01/vs_0477_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver.
おちゃめ機能 | ゴジマジＰ | ゴジマジＰ | ゴジマジＰ | ゴジマジＰ | 2025-07-18 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_480/jacket_s_480.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0480_01/vs_0480_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
明鏡止水 | 旅路 | 旅路 | 旅路 | 旅路 | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_481/jacket_s_481.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0481_01/vs_0481_01_short.mp3 | 虚拟歌手ver.
だめにんげんだ! | 薄塩指数 | 薄塩指数 | 薄塩指数 | 薄塩指数 | 2025-07-23 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_482/jacket_s_482.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0482_01/vs_0482_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
アコトバ | 原口沙輔 | 原口沙輔 | 原口沙輔 | 原口沙輔 | 2025-07-09 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_483/jacket_s_483.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0483_01/vs_0483_01_short.mp3 | 虚拟歌手ver.
Henceforth | Orangestar | Orangestar | Orangestar | Orangestar | 2025-10-07 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_484/jacket_s_484.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0484_01/vs_0484_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver. / Another Vocal ver. / Another Vocal ver.
だんだん早くなる | 40mP | 40mP | 40mP | 40mP | 2025-04-04 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_485/jacket_s_485.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0485_01/vs_0485_01_short.mp3 | 虚拟歌手ver.
おぎゃりないざー | Ponchi♪ | Ponchi♪ | Ponchi♪ | Ponchi♪ | 2025-07-16 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_486/jacket_s_486.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0486_01/vs_0486_01_short.mp3 | 虚拟歌手ver.
ダイジョブですか？ | cosMo@暴走P | cosMo@暴走P | cosMo@暴走P | cosMo@暴走P | 2025-07-29 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_487/jacket_s_487.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0487_01/vs_0487_01_short.mp3 | 虚拟歌手ver.
メモリア | Aira | Aira | Aira | Aira | 2025-10-14 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_488/jacket_s_488.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0488_01/vs_0488_01_short.mp3 | 虚拟歌手ver.
ルーマー | ポリスピカデリー | ポリスピカデリー | ポリスピカデリー | ポリスピカデリー | 2026-02-21 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_490/jacket_s_490.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0490_01/vs_0490_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
キャットラビング | 香椎モイミ | 香椎モイミ | 香椎モイミ | 香椎モイミ | 2025-10-03 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_491/jacket_s_491.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0491_01/vs_0491_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
きょうもハレバレ | ふわりP | ふわりP | ふわりP | - | 2025-07-25 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_493/jacket_s_493.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0493_01/vs_0493_01_short.mp3 | 虚拟歌手ver. / 「世界」ver. / Another Vocal ver.
ポッピンキャンディ☆フィーバー！ | キノシタ | キノシタ | キノシタ | キノシタ | 2025-07-28 |  |  | https://storage.sekai.best/sekai-cn-assets/music/jacket/jacket_s_494/jacket_s_494.png | https://storage.sekai.best/sekai-cn-assets/music/short/vs_0494_01/vs_0494_01_short.mp3 | 虚拟歌手ver. / 「世界」ver.
